state	name	total.pop	white	black	hispanic	asian
KS	"kansas,jewell"	3077	96.2	1.4	2	0.2
KS	"kansas,johnson"	544179	82	6.8	7.2	4.2
KS	"kansas,kearny"	3977	68.5	2.7	28.5	0.3
KS	"kansas,kingman"	7858	95.3	1.4	2.5	0.5
KS	"kansas,kiowa"	2553	93.1	1.7	3.9	0.6
KS	"kansas,labette"	21607	85.5	8.7	4	0.4
KS	"kansas,lane"	1750	93	2.1	4.2	0.2
KS	"kansas,leavenworth"	76227	80.3	12.7	5.7	1.3
KS	"kansas,lincoln"	3241	96.1	1.1	2.2	0.2
KS	"kansas,linn"	9656	95.1	2	1.9	0.3
KS	"kansas,logan"	2756	94.7	2	2.9	0.4
KS	"kansas,lyon"	33690	73.3	5.1	20.1	2.3
KS	"kansas,mcpherson"	29180	93.1	2.7	3.5	0.5
KS	"kansas,marion"	12660	94.7	2.5	2.3	0.2
KS	"kansas,marshall"	10117	96.1	1.6	1.9	0.2
KS	"kansas,meade"	4575	82.2	2.3	14.8	0.4
KS	"kansas,miami"	32787	93.7	3.2	2.5	0.4
KS	"kansas,mitchell"	6373	97.2	1	1.1	0.3
KS	"kansas,montgomery"	35471	80.9	10.7	5.2	0.6
KS	"kansas,morris"	5923	94.1	2	3.6	0.2
KS	"kansas,morton"	3233	76.3	2.2	19.3	1.9
KS	"kansas,nemaha"	10178	96.7	1.6	1.2	0.1
KS	"kansas,neosho"	16512	91.7	3.2	4.2	0.5
KS	"kansas,ness"	3107	91	1.5	7.4	0.1
KS	"kansas,norton"	5671	91.1	4.1	4.2	0.5
KS	"kansas,osage"	16295	95.5	1.8	2	0.2
KS	"kansas,osborne"	3858	97	1.2	1.2	0.5
KS	"kansas,ottawa"	6091	95.7	2.2	2	0.1
KS	"kansas,pawnee"	6973	86.3	6.7	6.6	0.5
KS	"kansas,phillips"	5642	95.6	1.5	2.1	0.7
KS	"kansas,pottawatomie"	21604	91.1	3.6	4.4	0.7
KS	"kansas,pratt"	9656	91.3	3.1	5.4	0.3
KS	"kansas,rawlins"	2519	95.3	1.2	3.2	0.2
KS	"kansas,reno"	64511	86.1	5.6	8.1	0.5
KS	"kansas,republic"	4980	97.4	1.2	1.1	0.3
KS	"kansas,rice"	10083	86.1	3.9	10.1	0.4
KS	"kansas,riley"	71115	79.5	9.9	6.5	4.2
KS	"kansas,rooks"	5181	96.1	1.4	2.1	0.4
KS	"kansas,rush"	3307	95.7	1.4	2.5	0.2
KS	"kansas,russell"	6970	95.3	2.1	1.6	0.5
KS	"kansas,saline"	55606	82.1	6.3	9.7	2.1
KS	"kansas,scott"	4936	83	1.6	15.3	0.5
KS	"kansas,sedgwick"	498365	69.9	13.3	13	4.1
KS	"kansas,seward"	22952	36	6.4	56.6	2.7
KS	"kansas,shawnee"	177934	75.6	12.7	10.8	1.2
KS	"kansas,sheridan"	2556	95.3	1.2	3.3	0.2
KS	"kansas,sherman"	6010	86.8	2.4	10.8	0.3
KS	"kansas,smith"	3853	96.3	1.8	1.5	0.2
KS	"kansas,stafford"	4437	85.8	1.5	11.9	0.4
KS	"kansas,stanton"	2235	60.4	2.8	37	0.1
KS	"kansas,stevens"	5724	65.4	1.8	32.6	0.3
KS	"kansas,sumner"	24132	91.3	3.4	4.5	0.2
KS	"kansas,thomas"	7900	92.9	1.7	4.7	0.5
KS	"kansas,trego"	3001	96.7	1.2	1.7	0.2
KS	"kansas,wabaunsee"	7053	94.5	2.5	2.9	0.1
KS	"kansas,wallace"	1485	91.2	1.3	7.3	0.1
KS	"kansas,washington"	5799	95.8	1.3	2.5	0.3
KS	"kansas,wichita"	2234	73.7	2.6	24.6	0.1
KS	"kansas,wilson"	9409	94.2	2.6	2.3	0.4
KS	"kansas,woodson"	3309	94.9	2.3	2.1	0.1
KS	"kansas,wyandotte"	157505	43.3	29	26.4	2.5
KY	"kentucky,adair"	18656	94.1	3.8	1.7	0.2
KY	"kentucky,allen"	19956	96.2	2.1	1.5	0.2
KY	"kentucky,anderson"	21421	94.8	3.3	1.3	0.5
KY	"kentucky,ballard"	8249	94.1	4.7	1.1	0.2
KY	"kentucky,barren"	42173	91.5	5.5	2.6	0.4
KY	"kentucky,bath"	11591	96	2.4	1.4	0.1
KY	"kentucky,bell"	28691	95.1	3.8	0.7	0.3
KY	"kentucky,boone"	118811	90	4.3	3.5	2.1
KY	"kentucky,bourbon"	19985	85.2	7.8	6.8	0.3
KY	"kentucky,boyd"	49542	93.8	4.2	1.4	0.5
KY	"kentucky,boyle"	28432	86.9	9.6	2.8	0.8
KY	"kentucky,bracken"	8488	97.2	1.4	1.1	0.1
KY	"kentucky,breathitt"	13878	97.8	0.8	0.6	0.5
KY	"kentucky,breckinridge"	20059	95.4	3.3	0.9	0.2
KY	"kentucky,bullitt"	74319	96	1.8	1.4	0.5
KY	"kentucky,butler"	12690	96	1.3	2.5	0.2
KY	"kentucky,caldwell"	12984	92.1	6.5	1	0.3
KY	"kentucky,calloway"	37191	90.5	5.2	2.4	1.8
KY	"kentucky,campbell"	90336	93.4	4.1	1.7	0.8
KY	"kentucky,carlisle"	5104	96.1	1.7	1.6	0.3
KY	"kentucky,carroll"	10811	88.6	3.8	7.3	0.6
KY	"kentucky,carter"	27720	97.2	1.4	1.2	0.2
KY	"kentucky,casey"	15955	96.1	1.4	2.4	0.2
KY	"kentucky,christian"	73955	68.6	24.5	6.1	1
KY	"kentucky,clark"	35613	91	6.2	2.5	0.4
KY	"kentucky,clay"	21730	92.9	5.1	1.8	0.1
KY	"kentucky,clinton"	10272	96	1.6	2.2	0.1
KY	"kentucky,crittenden"	9315	97.3	1.5	0.5	0.2
KY	"kentucky,cumberland"	6856	94.9	3.9	0.9	0.1
KY	"kentucky,daviess"	96656	90	6.6	2.6	0.7
KY	"kentucky,edmonson"	12161	96.5	2.3	0.8	0.2
KY	"kentucky,elliott"	7852	95.2	4	0.8	0.1
KY	"kentucky,estill"	14672	98.2	0.9	0.7	0.1
KY	"kentucky,fayette"	295803	73	17	6.9	3.2
KY	"kentucky,fleming"	14348	96.6	2.1	1	0.2
KY	"kentucky,floyd"	39451	97.9	1.3	0.6	0.2
KY	"kentucky,franklin"	49285	83.2	12.6	2.8	1.4
KY	"kentucky,fulton"	6813	73	25.4	0.8	0.7
KY	"kentucky,gallatin"	8589	92.6	3.4	4.3	0.2
KY	"kentucky,garrard"	16912	94.4	3	2.4	0.2
KY	"kentucky,grant"	24662	95.5	1.6	2.3	0.3
KY	"kentucky,graves"	37121	87.8	6.2	5.7	0.3
KY	"kentucky,grayson"	25746	96.7	2	1	0.2
KY	"kentucky,green"	11258	95	3.3	1.4	0.2
KY	"kentucky,greenup"	36910	96.9	1.7	0.8	0.5
KY	"kentucky,hancock"	8565	96.7	1.9	1.1	0.2
KY	"kentucky,hardin"	105543	77.8	15.2	5	2
KY	"kentucky,harlan"	29278	95.7	3.2	0.7	0.3
KY	"kentucky,harrison"	18846	94.7	3.2	1.8	0.2
KY	"kentucky,hart"	18199	92.2	6.1	1.4	0.2
KY	"kentucky,henderson"	46250	88.2	9.5	1.9	0.4
KY	"kentucky,henry"	15416	92.6	4.4	2.9	0.2
KY	"kentucky,hickman"	4902	87.7	10.8	1.2	0.2
KY	"kentucky,hopkins"	46920	89.4	8.5	1.6	0.6
KY	"kentucky,jackson"	13494	98.5	0.7	0.6	0.1
KY	"kentucky,jefferson"	741096	70.5	23.1	4.4	2.2
KY	"kentucky,jessamine"	48586	91.3	4.9	2.8	1
KY	"kentucky,johnson"	23356	98	1	0.5	0.4
KY	"kentucky,kenton"	159720	89.8	6.6	2.6	0.9
KY	"kentucky,knott"	16346	98	1.3	0.6	0.1
KY	"kentucky,knox"	31883	96.6	2.2	0.8	0.2
KY	"kentucky,larue"	14193	92.3	4.7	2.8	0.2
KY	"kentucky,laurel"	58849	96.4	1.7	1.2	0.5
KY	"kentucky,lawrence"	15860	98.2	1	0.5	0.2
KY	"kentucky,lee"	7887	95.9	3.1	0.7	0.1
KY	"kentucky,leslie"	11310	98.6	0.8	0.4	0.1
KY	"kentucky,letcher"	24519	98.4	0.8	0.5	0.2
KY	"kentucky,lewis"	13870	98.4	0.8	0.6	0.1
KY	"kentucky,lincoln"	24742	94.6	3.8	1.5	0.2
KY	"kentucky,livingston"	9519	97.1	1.3	1.3	0.2
KY	"kentucky,logan"	26835	89.2	8.1	2.4	0.2
KY	"kentucky,lyon"	8314	92.3	6.4	0.9	0.3
KY	"kentucky,mccracken"	65565	83.9	13.2	2.1	0.8
KY	"kentucky,mccreary"	18306	90.4	7	2.1	0.1
KY	"kentucky,mclean"	9531	97.3	1.4	1.1	0.1
KY	"kentucky,madison"	82916	90.4	6.4	2.2	0.9
KY	"kentucky,magoffin"	13333	98.3	0.8	0.7	0.1
KY	"kentucky,marion"	19820	87.2	9.8	2.4	0.6
KY	"kentucky,marshall"	31448	97.5	1	1.1	0.3
KY	"kentucky,martin"	12929	89.2	7.5	3	0.2
KY	"kentucky,mason"	17490	89.7	8.2	1.4	0.6
KY	"kentucky,meade"	28602	90.6	5.8	3	0.6
KY	"kentucky,menifee"	6306	96	3	0.8	0.1
KY	"kentucky,mercer"	21331	92	5.4	2.3	0.4
KY	"kentucky,metcalfe"	10099	96.3	2.4	1.1	0.1
KY	"kentucky,monroe"	10963	94.1	3.2	2.6	0.1
KY	"kentucky,montgomery"	26499	93.3	3.9	2.5	0.3
KY	"kentucky,morgan"	13923	93.7	5	0.8	0.3
KY	"kentucky,muhlenberg"	31499	93	5.6	1.2	0.1
KY	"kentucky,nelson"	43437	90.9	6.6	2	0.5
KY	"kentucky,nicholas"	7135	97	1.3	1.4	0.2
KY	"kentucky,ohio"	23842	94.5	1.8	3.5	0.2
KY	"kentucky,oldham"	60316	89.2	6	3.5	1.3
KY	"kentucky,owen"	10841	95.6	1.9	2.3	0.2
KY	"kentucky,owsley"	4755	98	0.9	0.8	0
KY	"kentucky,pendleton"	14877	97.6	1.3	1	0.1
KY	"kentucky,perry"	28712	96.2	2.5	0.6	0.5
KY	"kentucky,pike"	65024	97.6	1.3	0.7	0.5
KY	"kentucky,powell"	12613	97.2	1.5	1	0.1
KY	"kentucky,pulaski"	63063	95.1	2.3	2.1	0.5
KY	"kentucky,robertson"	2282	97.8	1.1	1	0.1
KY	"kentucky,rockcastle"	17056	98.2	1	0.6	0.1
KY	"kentucky,rowan"	23333	95.4	2.5	1.3	0.8
KY	"kentucky,russell"	17565	94.9	1.5	3.3	0.2
KY	"kentucky,scott"	47173	87.8	7	4.2	0.9
KY	"kentucky,shelby"	42074	81	9.7	9.1	0.6
KY	"kentucky,simpson"	17327	86.2	11.2	1.9	0.7
KY	"kentucky,spencer"	17061	95.4	2.7	1.4	0.4
KY	"kentucky,taylor"	24512	91.1	6.6	1.8	0.5
KY	"kentucky,todd"	12460	86.7	9.4	4	0.1
KY	"kentucky,trigg"	14339	88.4	9.9	1.2	0.3
KY	"kentucky,trimble"	8809	95.4	1.5	2.5	0.4
KY	"kentucky,union"	15007	84.3	13.5	1.6	0.3
KY	"kentucky,warren"	113792	81.6	11.2	4.5	2.8
KY	"kentucky,washington"	11717	88.8	7.7	3.4	0.3
KY	"kentucky,wayne"	20813	94.1	2.7	2.9	0.3
KY	"kentucky,webster"	13621	89.8	5.6	4.3	0.3
KY	"kentucky,whitley"	35637	96.9	1.8	0.9	0.4
KY	"kentucky,wolfe"	7355	98.5	0.7	0.6	0
KY	"kentucky,woodford"	24939	86.4	6.7	6.7	0.5
LA	"louisiana,acadia"	61773	78.6	19.4	1.7	0.2
LA	"louisiana,allen"	25764	70.9	24.8	1.3	0.7
LA	"louisiana,ascension"	107215	70.8	23.5	4.7	0.9
LA	"louisiana,assumption"	23421	65.9	31.4	2.1	0.2
LA	"louisiana,avoyelles"	42073	66.3	31.1	1.4	0.3
LA	"louisiana,beauregard"	35654	80.6	15.5	2.8	0.6
LA	"louisiana,bienville"	14353	54.7	43.6	1.4	0.2
LA	"louisiana,bossier"	116979	69.2	23.1	6	1.6
LA	"louisiana,caddo"	254969	47.8	48.6	2.4	1.1
LA	"louisiana,calcasieu"	192768	69.4	26.7	2.6	1.1
LA	"louisiana,caldwell"	10132	79.4	18.1	2.2	0.2
LA	"louisiana,cameron"	6839	94.5	2.8	2.3	0.1
LA	"louisiana,catahoula"	10407	66.7	32.2	0.9	0
LA	"louisiana,claiborne"	17195	47	51.6	1	0.2
LA	"louisiana,concordia"	20822	56.8	41.7	1	0.2
LA	"louisiana,de soto"	26656	56.6	40.4	2.5	0.2
LA	"louisiana,east baton rouge"	440171	47	46.7	3.7	2.8
LA	"louisiana,east carroll"	7759	28.3	69.8	1.6	0.6
LA	"louisiana,east feliciana"	20267	52.6	46.1	1	0.3
LA	"louisiana,evangeline"	33984	67.9	29.4	2.3	0.3
LA	"louisiana,franklin"	20767	66.7	32.3	0.9	0.2
LA	"louisiana,grant"	22309	77.8	17.1	4.2	0.3
LA	"louisiana,iberia"	73240	60.8	33.5	3.1	2.4
LA	"louisiana,iberville"	33387	47.9	50.1	2	0.3
LA	"louisiana,jackson"	16274	67.5	31	1.3	0.2
LA	"louisiana,jefferson"	432552	56	28.5	12.4	3.9
LA	"louisiana,jefferson davis"	31594	78.6	19.2	1.7	0.2
LA	"louisiana,lafayette"	221578	67.2	27.4	3.9	1.5
LA	"louisiana,lafourche"	96318	78	15	3.8	0.7
LA	"louisiana,la salle"	14890	84.1	12.8	2.2	0.2
LA	"louisiana,lincoln"	46735	54.2	41.6	2.5	1.7
LA	"louisiana,livingston"	128026	90.1	6.2	3	0.5
LA	"louisiana,madison"	12093	36.4	62	1.6	0.2
LA	"louisiana,morehouse"	27979	50.9	47.9	0.9	0.4
LA	"louisiana,natchitoches"	39566	53.4	43.5	1.9	0.3
LA	"louisiana,orleans"	343829	30.5	61.9	5.2	2.9
LA	"louisiana,ouachita"	153720	59.6	37.7	1.8	0.9
LA	"louisiana,plaquemines"	23042	67.8	23.2	4.6	3.2
LA	"louisiana,pointe coupee"	22802	60.3	37.3	2.2	0.2
LA	"louisiana,rapides"	131613	62	33.7	2.6	1.2
LA	"louisiana,red river"	9091	58.4	40.2	1.1	0.1
LA	"louisiana,richland"	20725	61.3	36.9	1.6	0.3
LA	"louisiana,sabine"	24233	69.2	20	3.4	0.2
LA	"louisiana,st bernard"	35897	68.5	20.6	9.2	1.9
LA	"louisiana,st charles"	52780	66.2	28.2	5	0.8
LA	"louisiana,st helena"	11203	44.6	54.1	0.9	0.1
LA	"louisiana,st james"	22102	47.4	51.2	1.2	0.1
LA	"louisiana,st john the baptist"	45924	40	55	4.7	0.7
LA	"louisiana,st landry"	83384	55.2	42.6	1.6	0.4
LA	"louisiana,st martin:north"	NA	NA	NA	NA	NA
LA	"louisiana,st martin:south"	NA	NA	NA	NA	NA
LA	"louisiana,st mary"	54650	57.2	34.5	5.3	1.7
LA	"louisiana,st tammany"	233740	80.6	13.2	4.7	1.3
LA	"louisiana,tangipahoa"	121097	64.3	31.6	3.5	0.6
LA	"louisiana,tensas"	5252	41.5	57.3	1.2	0.2
LA	"louisiana,terrebonne"	111860	68.6	21	4	1
LA	"louisiana,union"	22721	67.8	28	4.2	0.1
LA	"louisiana,vermilion"	57999	79.8	15.7	2.4	2
LA	"louisiana,vernon"	52334	72.2	18.3	7.2	1.8
LA	"louisiana,washington"	47168	65.8	32.1	1.9	0.2
LA	"louisiana,webster"	41207	63.3	34.7	1.6	0.3
LA	"louisiana,west baton rouge"	23788	58.6	38.9	2.3	0.3
LA	"louisiana,west carroll"	11604	80.5	16.7	2.6	0.2
LA	"louisiana,west feliciana"	15625	51.2	47.1	1.6	0.2
LA	"louisiana,winn"	15313	66	31.8	1.6	0.3
ME	"maine,androscoggin"	107702	91.9	5.7	1.5	0.7
ME	"maine,aroostook"	71870	95.1	2	0.9	0.4
ME	"maine,cumberland"	281674	91.8	4.2	1.8	2
ME	"maine,franklin"	30768	96.6	1.7	1	0.4
ME	"maine,hancock"	54418	96.2	1.6	1.1	0.8
ME	"maine,kennebec"	122151	95.4	2.3	1.2	0.7
ME	"maine,knox"	39736	96.5	1.9	0.8	0.5
ME	"maine,lincoln"	34457	97	1.4	0.8	0.5
ME	"maine,oxford"	57833	96.1	1.9	1	0.6
ME	"maine,penobscot"	153923	94.7	2.3	1.1	0.9
ME	"maine,piscataquis"	17535	96.3	1.5	1	0.7
ME	"maine,sagadahoc"	35293	95.4	2.3	1.3	0.8
ME	"maine,somerset"	52228	96.6	1.7	0.8	0.6
ME	"maine,waldo"	38786	96.6	1.8	0.9	0.4
ME	"maine,washington"	32856	91.3	2.1	1.4	0.5
ME	"maine,york"	197131	95.6	1.9	1.3	1.1
MD	"maryland,allegany"	75087	88.2	9.6	1.4	0.8
MD	"maryland,anne arundel"	537656	72.4	18.4	6.1	3.4
MD	"maryland,baltimore"	1425990	47.58955273	44.68618812	4.2	3.824259146
MD	"maryland,calvert"	88737	79.7	16.1	2.7	1.4
MD	"maryland,caroline"	33066	78.2	16	5.5	0.6
MD	"maryland,carroll"	167134	91.2	4.7	2.6	1.4
MD	"maryland,cecil"	101108	87.4	8.4	3.4	1.1
MD	"maryland,charles"	146551	48.4	44.7	4.3	3
MD	"maryland,dorchester"	32618	66.2	29.6	3.5	0.9
MD	"maryland,frederick"	233385	77.8	11.4	7.3	3.8
MD	"maryland,garrett"	30097	97.3	1.7	0.7	0.3
MD	"maryland,harford"	244826	79.2	15.2	3.5	2.4
MD	"maryland,howard"	287085	59.2	21.1	5.8	14.4
MD	"maryland,kent"	20197	78.1	16.9	4.5	0.8
MD	"maryland,montgomery"	971777	49.3	21.2	17	13.9
MD	"maryland,prince georges"	NA	NA	NA	NA	NA
MD	"maryland,queen annes"	NA	NA	NA	NA	NA
MD	"maryland,st marys"	NA	NA	NA	NA	NA
MD	"maryland,somerset"	26470	52.1	44	3.3	0.7
MD	"maryland,talbot"	37782	79	14.4	5.5	1.2
MD	"maryland,washington"	147430	83.3	12.2	3.5	1.4
MD	"maryland,wicomico"	98733	66.6	26.7	4.5	2.5
MD	"maryland,worcester"	51454	80.3	15.4	3.2	1.1
MD	"maryland,baltimore city"	NA	NA	NA	NA	NA
MA	"massachusetts,barnstable"	215888	91.4	4.1	2.2	1.1
MA	"massachusetts,berkshire"	131219	90.6	4.9	3.5	1.2
MA	"massachusetts,bristol"	548285	85.6	5.9	6	1.9
MA	"massachusetts,dukes"	16535	86.3	6.5	2.3	0.8
MA	"massachusetts,essex"	743159	76	6.4	16.5	3.1
MA	"massachusetts,franklin"	71372	92.4	3.2	3.2	1.3
MA	"massachusetts,hampden"	463490	67.7	11.9	20.9	2
MA	"massachusetts,hampshire"	158080	86.2	5	4.7	4.5
MA	"massachusetts,middlesex"	1503085	76.5	7.2	6.5	9.3
MA	"massachusetts,nantucket"	10172	80.5	8.6	9.4	1.2
MA	"massachusetts,norfolk"	670850	80.3	7.6	3.3	8.6
MA	"massachusetts,plymouth"	494919	83.9	9.8	3.2	1.2
MA	"massachusetts,suffolk"	722023	48.1	25.6	19.9	8.2
MA	"massachusetts,worcester"	798552	80.7	6.5	9.4	4
MI	"michigan,alcona"	10942	97.1	1	1.1	0.2
MI	"michigan,alger"	9601	85.5	9.1	1.2	0.3
MI	"michigan,allegan"	111408	89.7	3.1	6.7	0.6
MI	"michigan,alpena"	29598	96.7	1.3	1	0.5
MI	"michigan,antrim"	23580	95.6	1.6	1.7	0.2
MI	"michigan,arenac"	15899	95.8	1.5	1.4	0.2
MI	"michigan,baraga"	8860	74.5	11.6	1	0.1
MI	"michigan,barry"	59173	95.5	1.7	2.3	0.4
MI	"michigan,bay"	107771	91.2	3.8	4.7	0.5
MI	"michigan,benzie"	17525	95.1	1.7	1.7	0.3
MI	"michigan,berrien"	156813	76.1	17.7	4.5	1.6
MI	"michigan,branch"	45248	90.9	4.6	4	0.5
MI	"michigan,calhoun"	136146	79.8	14	4.5	1.6
MI	"michigan,cass"	52293	87.4	8.4	3	0.6
MI	"michigan,charlevoix"	25949	94.8	2.1	1.4	0.4
MI	"michigan,cheboygan"	26152	93	3.1	0.8	0.3
MI	"michigan,chippewa"	38520	71.5	11.2	1.2	0.6
MI	"michigan,clare"	30926	95.8	1.9	1.5	0.3
MI	"michigan,clinton"	75382	90.5	4	3.9	1.5
MI	"michigan,crawford"	14074	96.5	1.5	1.3	0.4
MI	"michigan,delta"	37069	94.2	2.3	0.9	0.4
MI	"michigan,dickinson"	26168	96.6	1.6	1	0.5
MI	"michigan,eaton"	107759	84.9	8.9	4.7	1.7
MI	"michigan,emmet"	32694	92.2	2.7	1.3	0.5
MI	"michigan,genesee"	425790	72.7	23.3	3	0.9
MI	"michigan,gladwin"	25692	96.9	1.2	1.2	0.3
MI	"michigan,gogebic"	16427	91.1	5.5	0.9	0.2
MI	"michigan,grand traverse"	86986	93.3	2.9	2.2	0.7
MI	"michigan,gratiot"	42476	87.4	6.9	5.4	0.3
MI	"michigan,hillsdale"	46688	95.9	1.7	1.8	0.4
MI	"michigan,houghton"	36628	93.6	1.9	1.1	2.9
MI	"michigan,huron"	33118	96.1	1.3	2	0.4
MI	"michigan,ingham"	280895	72.4	15.7	7.3	5.2
MI	"michigan,ionia"	63905	89.1	6.2	4.4	0.4
MI	"michigan,iosco"	25887	95.5	2	1.6	0.5
MI	"michigan,iron"	11817	96.2	1.5	1.4	0.3
MI	"michigan,isabella"	70311	87.5	5.2	3.1	1.6
MI	"michigan,jackson"	160248	85.9	10.5	3	0.7
MI	"michigan,kalamazoo"	250331	79.9	14.2	4	2.1
MI	"michigan,kalkaska"	17153	95.9	1.9	1.2	0.2
MI	"michigan,kent"	602622	76	12.7	9.7	2.3
MI	"michigan,keweenaw"	2156	98.2	1.3	0.7	0
MI	"michigan,lake"	11539	85.8	11.8	2.1	0.1
MI	"michigan,lapeer"	88319	93	2.4	4.1	0.3
MI	"michigan,leelanau"	21708	91.2	2	3.7	0.4
MI	"michigan,lenawee"	99892	87.6	4.7	7.6	0.5
MI	"michigan,livingston"	180967	95.3	1.7	1.9	0.8
MI	"michigan,luce"	6631	79.6	14.2	1.2	0.3
MI	"michigan,mackinac"	11113	75.7	5.8	1.1	0.2
MI	"michigan,macomb"	840978	83.9	10.7	2.3	3
MI	"michigan,manistee"	24733	90.6	4.8	2.6	0.3
MI	"michigan,marquette"	67077	93	3.7	1.1	0.6
MI	"michigan,mason"	28705	92.6	2.5	4	0.5
MI	"michigan,mecosta"	42798	92.6	4.7	1.7	0.7
MI	"michigan,menominee"	24029	94.5	1.5	1.2	0.3
MI	"michigan,midland"	83629	93.1	2.7	2	1.9
MI	"michigan,missaukee"	14849	95.8	1.5	2.1	0.3
MI	"michigan,monroe"	152021	92.5	3.9	3.1	0.6
MI	"michigan,montcalm"	63342	92.6	3.9	3.1	0.4
MI	"michigan,montmorency"	9765	96.9	1.6	1	0.2
MI	"michigan,muskegon"	172188	77.3	17.3	4.8	0.5
MI	"michigan,newaygo"	48460	91	2.7	5.5	0.4
MI	"michigan,oakland"	1202362	75.1	15.8	3.5	5.6
MI	"michigan,oceana"	26570	83.7	2.4	13.7	0.2
MI	"michigan,ogemaw"	21699	96.2	1.6	1.4	0.4
MI	"michigan,ontonagon"	6780	96.5	1.4	0.9	0.2
MI	"michigan,osceola"	23528	95.8	2.2	1.5	0.2
MI	"michigan,oscoda"	8640	97	1.5	0.9	0.1
MI	"michigan,otsego"	24164	96	1.8	1.2	0.4
MI	"michigan,ottawa"	263801	85.7	3.5	8.6	2.6
MI	"michigan,presque isle"	13376	97	1.4	0.9	0.3
MI	"michigan,roscommon"	24449	96.5	1.6	1.1	0.3
MI	"michigan,saginaw"	200169	70.5	21.5	7.8	1.1
MI	"michigan,st clair"	163040	92.1	4.5	2.9	0.5
MI	"michigan,st joseph"	61295	88	4.8	6.6	0.7
MI	"michigan,sanilac"	43114	94.8	1.5	3.3	0.3
MI	"michigan,schoolcraft"	8485	87.1	3.4	0.8	0.2
MI	"michigan,shiawassee"	70648	95.2	1.9	2.4	0.4
MI	"michigan,tuscola"	55729	94.3	2.4	2.8	0.3
MI	"michigan,van buren"	76258	82.7	6.7	10.2	0.4
MI	"michigan,washtenaw"	344791	72.1	16.1	4	7.9
MI	"michigan,wayne"	1820584	49.6	42.9	5.2	2.5
MI	"michigan,wexford"	32735	95.5	1.9	1.6	0.6
MN	"minnesota,aitkin"	16202	95	1.6	0.9	0.2
MN	"minnesota,anoka"	330844	85.2	7	3.6	3.9
MN	"minnesota,becker"	32504	87.8	3.4	1.2	0.4
MN	"minnesota,beltrami"	44442	74.4	3.7	1.5	0.7
MN	"minnesota,benton"	38451	93.5	3.5	1.6	1.1
MN	"minnesota,big stone"	5269	97.7	1	0.8	0.1
MN	"minnesota,blue earth"	64013	91.2	4.3	2.5	2
MN	"minnesota,brown"	25893	95.2	0.9	3.3	0.6
MN	"minnesota,carlton"	35386	88.9	3.8	1.4	0.5
MN	"minnesota,carver"	91042	90.7	2.8	3.9	2.7
MN	"minnesota,cass"	28567	85.4	2.4	1.2	0.3
MN	"minnesota,chippewa"	12441	91.4	1.8	4.9	0.5
MN	"minnesota,chisago"	53887	94.7	2.4	1.5	0.9
MN	"minnesota,clay"	58999	90.6	3.6	3.5	1.4
MN	"minnesota,clearwater"	8695	86.7	3.4	1.4	0.2
MN	"minnesota,cook"	5176	87.5	2.5	1.1	0.5
MN	"minnesota,cottonwood"	11687	89.3	2	6.2	2.7
MN	"minnesota,crow wing"	62500	96	2	1	0.4
MN	"minnesota,dakota"	398552	82.3	7.6	6	4.4
MN	"minnesota,dodge"	20087	93.5	1.7	4.6	0.4
MN	"minnesota,douglas"	36009	97.1	1.3	0.9	0.5
MN	"minnesota,faribault"	14553	92.9	1.2	5.6	0.3
MN	"minnesota,fillmore"	20866	97.6	1.1	1	0.3
MN	"minnesota,freeborn"	31255	88.6	2.4	8.8	0.8
MN	"minnesota,goodhue"	46183	93.2	2.5	2.9	0.6
MN	"minnesota,grant"	6018	96.9	1.5	1.6	0.2
MN	"minnesota,hennepin"	1152425	71.7	15.1	6.7	6.2
MN	"minnesota,houston"	19027	97.1	1.7	0.7	0.5
MN	"minnesota,hubbard"	20428	93.6	2	1.6	0.2
MN	"minnesota,isanti"	37816	95.1	2.3	1.5	0.8
MN	"minnesota,itasca"	45058	93.1	2.4	0.9	0.3
MN	"minnesota,jackson"	10266	94.5	1.5	2.7	1.4
MN	"minnesota,kanabec"	16239	96.1	1.9	1.3	0.3
MN	"minnesota,kandiyohi"	42239	85.1	3.5	11.2	0.4
MN	"minnesota,kittson"	4552	97.4	0.8	1.5	0.4
MN	"minnesota,koochiching"	13311	94	2.5	1.1	0.3
MN	"minnesota,lac qui parle"	7259	97	1.1	1.5	0.4
MN	"minnesota,lake"	10866	97.2	1.4	0.7	0.3
MN	"minnesota,lake of the woods"	4045	95.5	2.4	0.9	0.8
MN	"minnesota,le sueur"	27703	92.7	1.5	5.2	0.6
MN	"minnesota,lincoln"	5896	97.5	0.9	1.2	0.2
MN	"minnesota,lyon"	25857	87.5	3.8	6	2.6
MN	"minnesota,mcleod"	36651	92.8	1.5	4.9	0.7
MN	"minnesota,mahnomen"	5413	49.8	8.8	1.8	0.1
MN	"minnesota,marshall"	9439	94.8	1.1	3.6	0.2
MN	"minnesota,martin"	20840	94.8	1.2	3.6	0.5
MN	"minnesota,meeker"	23300	95.4	1.1	3.3	0.3
MN	"minnesota,mille lacs"	26097	90.4	2.2	1.4	0.3
MN	"minnesota,morrison"	33198	96.9	1.5	1.2	0.3
MN	"minnesota,mower"	39163	84.2	3.9	10.6	1.7
MN	"minnesota,murray"	8725	95.4	1.1	2.8	0.9
MN	"minnesota,nicollet"	32727	91.5	3.5	3.7	1.3
